full-name;html-url;stars;forks;created-at;updated-at;pushed-at;default-branch;owner-name;owner-id;owner-type;is-fork;fork-parent;last-commit;last-commit-date;domain-files;n-domain-files;domain-folders;n-domain-folders;nlu-files;n-nlu-files;n-nlu-yml;n-nlu-json;n-nlu-md;nlu-folders;n-nlu-folders;actions-files;n-actions-files;actions-folders;n-actions-folders;readme-files;n-readme-files
amit154/NLP-ChatBot-Building-;https://github.com/amit154/NLP-ChatBot-Building-;0;0;2021-04-18T07:28:14Z;2021-04-18T07:31:39Z;2021-04-18T07:31:37Z;main;amit154;58486791;User;False;;c3f9214c3b1061492294797bbfe4f097a15936ca;2021-04-18T07:31:37Z;['domain.yml', 'domain2.yml'];2;['.'];1;['data/nlu.json', 'data/nlu.md', 'data/nlu2.md'];3;0;1;2;['data'];1;['actions.py'];1;['.'];1;['README.md'];1
luis-f-lins/process-aware-conversational-agent;https://github.com/luis-f-lins/process-aware-conversational-agent;4;0;2020-09-16T22:55:02Z;2024-07-19T20:01:33Z;2021-03-14T21:28:10Z;master;luis-f-lins;16650877;User;False;;4a5cfaad9e9c412eb0ddf22baddd19feb4920ed3;2021-03-14T21:21:41Z;['domain.yml', 'domain_simple.yml', 'domain_simple_2.yml'];3;['.'];1;['data/nlu.md'];1;0;0;1;['data'];1;['actions/actions.py'];1;['actions'];1;['README.md'];1
divyanshh/hotel_chatbot;https://github.com/divyanshh/hotel_chatbot;0;0;2021-01-16T21:50:12Z;2023-08-24T13:35:12Z;2021-01-16T21:58:58Z;master;divyanshh;14306258;User;False;;842835283fa94054459c62209717437b700149f2;2021-01-16T21:58:50Z;['domain/domain_book_room.yml', 'domain/domain_faq.yml', 'domain/domain_greet.yml', 'domain/domain_room_cleaning.yml'];4;['domain'];1;['data/nlu/nlu_book_room.yml', 'data/nlu/nlu_faq.yml', 'data/nlu/nlu_greet.yml', 'data/nlu/nlu_room_cleaning.yml'];4;4;0;0;['data/nlu'];1;['actions/book_room/actions_set_rooms_for_n_people.py', 'actions/book_room/actions_clear_form_slots.py', 'actions/room_cleaning/actions_get_room_cleaning_after_minutes.py', 'actions/room_cleaning/actions_get_room_cleaning_after_hours.py'];4;['actions/book_room', 'actions/room_cleaning'];2;['README.md'];1
NavyaKollu/rasa_chatbot;https://github.com/NavyaKollu/rasa_chatbot;0;0;2020-12-23T15:53:16Z;2020-12-24T13:38:40Z;2020-12-24T13:38:37Z;main;NavyaKollu;64639038;User;False;;484156086c64a7a0b8db3eec081cb1ccc3c10810;2020-12-24T13:38:36Z;['domain.yml', 'domain2.yml'];2;['.'];1;['data/nlu.md'];1;0;0;1;['data'];1;['actions.py'];1;['.'];1;['README.md'];1
Digital-Umuganda/RASA_COVID_CHATBOT_ENGLISH;https://github.com/Digital-Umuganda/RASA_COVID_CHATBOT_ENGLISH;0;1;2020-12-08T10:17:58Z;2020-12-21T09:25:56Z;2020-12-17T18:24:19Z;master;Digital-Umuganda;68810856;Organization;False;;cc894ca45fb519e8569b666086faf4b01ef44f08;2020-12-17T18:21:10Z;['data/domain/healthFacResp.yml', 'data/domain/largeGatherResp.yml', 'data/domain/nluDomain.yml', 'data/domain/preventResp.yml', 'data/domain/travelerResp.yml'];5;['data/domain'];1;['data/nlu/healthFacilities.yml', 'data/nlu/largeGathering.yml', 'data/nlu/nlu.yml', 'data/nlu/prevention.yml', 'data/nlu/travelers.yml'];5;5;0;0;['data/nlu'];1;['actions/actions.py'];1;['actions'];1;[];0
debashis1983/ChatBotAssignment;https://github.com/debashis1983/ChatBotAssignment;0;0;2020-10-26T11:00:43Z;2020-11-24T09:08:12Z;2020-11-24T09:08:07Z;master;debashis1983;4145637;User;False;;821a0a8b76812275e081171906e1e6458973afca;2020-11-24T09:08:05Z;['domain.yml', 'domain_new.yml', 'domain_train.yml'];3;['.'];1;['data/nlu.md'];1;0;0;1;['data'];1;['actions.py'];1;['.'];1;[];0
AnindoDGupta/ChatBot_using_RASA;https://github.com/AnindoDGupta/ChatBot_using_RASA;0;0;2020-11-05T20:57:02Z;2020-11-05T20:59:49Z;2020-11-05T20:59:46Z;main;AnindoDGupta;33187800;User;False;;0e80acb46c5283cb0a39ed1836672329c644cd14;2020-11-05T20:59:06Z;['domain.yml', 'domain_old.yml'];2;['.'];1;['data/nlu.md'];1;0;0;1;['data'];1;['actions.py'];1;['.'];1;[];0
kunal-talkingmart/RASA;https://github.com/kunal-talkingmart/RASA;0;0;2020-08-04T06:40:12Z;2020-08-05T09:46:04Z;2024-03-20T15:34:31Z;master;kunal-talkingmart;69184593;User;False;;5b12ab1a4340d2b82a15c9bf1bcbc2578241a543;2020-08-05T09:44:17Z;['domain.yml', 'domain1.yml'];2;['.'];1;['data/nlu.md', 'data/nlu/nlu.md', 'data/nlu/nlu1.md'];3;0;0;3;['data', 'data/nlu'];2;['actions/actions.py', 'actions/profileOLD.py', 'actions/profile.py', 'actions/parsing.py', 'actions/handoff.py'];5;['actions'];1;['README.md'];1
darshika155/Restaurant-Search-Bot;https://github.com/darshika155/Restaurant-Search-Bot;0;0;2020-06-15T09:40:16Z;2020-06-15T10:08:37Z;2020-06-15T10:08:35Z;master;darshika155;13370738;User;False;;0417c95e8e93159cf2ccfb44b5d4a5393da1150e;2020-06-15T10:05:22Z;['domain.yml', 'domain_old.yml'];2;['.'];1;['data/nlu.md'];1;0;0;1;['data'];1;['actions.py'];1;['.'];1;[];0
PavanKumarAmara/iHelp;https://github.com/PavanKumarAmara/iHelp;0;0;2020-04-26T13:20:56Z;2020-04-26T15:45:09Z;2020-04-26T15:45:06Z;master;PavanKumarAmara;32640659;User;False;;e07182d594d89f659995d2cb8db5179698489f26;2020-04-26T15:45:06Z;['iHelp/domain.yml', 'iHelp/domain.yml.bak'];2;['iHelp'];1;['iHelp/data/nlu.md'];1;0;0;1;['iHelp/data'];1;['iHelp/actions.py'];1;['iHelp'];1;['README.md'];1
cemsinano/SoccerBot;https://github.com/cemsinano/SoccerBot;0;0;2019-02-09T21:10:15Z;2019-02-19T20:22:57Z;2019-02-19T20:22:55Z;master;cemsinano;27929002;User;False;;d37b46daa30a2f3d9cc1ea6397311dfdc87a2b57;2019-02-19T20:22:48Z;['domain.yml', 'soccer_domain.yml'];2;['.'];1;['data/data.json', 'data/nlu_interactive.md', 'models/nlu/default/soccernlu/training_data.json'];3;0;2;1;['data', 'models/nlu/default/soccernlu'];2;['actions.py'];1;['.'];1;['README.md'];1
felipechagas/anime-chatbot;https://github.com/felipechagas/anime-chatbot;0;0;2019-01-10T13:58:18Z;2019-01-11T18:14:52Z;2019-01-11T18:14:50Z;master;felipechagas;5453104;User;False;;071e1aac4c4f9dd16a92bad2302108d7eb7da7f2;2019-01-11T18:14:49Z;['anime_domain.yml', 'domain.yml'];2;['.'];1;['data/nlu_interactive.md'];1;0;0;1;['data'];1;['actions/actions.py', 'actions/action_name.py', 'actions/action_anime.py'];3;['actions'];1;['README.md'];1
harshika-dixit/Winybot;https://github.com/harshika-dixit/Winybot;0;0;2018-04-15T16:28:03Z;2018-05-04T12:17:33Z;2018-05-04T12:17:32Z;master;harshika-dixit;33853151;User;False;;acbb37e8ad1391624049ce57960d84ed7fbe7a21;2018-05-04T12:17:31Z;['domain.yml', 'wine_domain.yml'];2;['.'];1;['data.json', 'training_data.json'];2;0;2;0;['.'];1;['actions.py'];1;['.'];1;['README.md'];1
